,KO,PEP,XOM,CVX,MSFT,AAPL,JPM,BAC
2025-05-14,78.7841,79.5875,107.4777,104.9221,90.4253,90.276,128.8735,131.0095
2025-05-15,78.1616,79.092,105.436,103.2486,90.3194,89.8127,128.4569,130.4944
2025-05-16,78.4087,79.1581,106.3782,104.0899,91.0979,90.4309,129.197,131.0836
2025-05-19,78.519,79.7221,106.479,104.3136,91.5146,91.7053,130.8444,132.8314
2025-05-20,78.7871,79.721,106.3384,104.2054,92.2052,92.1273,131.7477,133.7136
2025-05-21,77.6988,78.6375,104.6962,102.7774,91.6211,91.2411,129.0029,130.6057
2025-05-22,78.0386,79.1792,105.9204,103.3871,92.4818,92.0069,129.3811,131.1037
2025-05-23,77.2044,78.1473,104.4167,101.6011,91.0757,91.2506,127.7703,129.5248
2025-05-26,77.7717,78.6954,104.829,102.5598,91.5852,91.5043,129.114,130.3237
2025-05-27,76.7325,77.7106,103.9863,101.7228,90.5614,90.68,128.7736,130.5689
2025-05-28,76.3687,77.5813,104.9206,102.8668,90.4123,90.0836,127.6349,129.4956
2025-05-29,75.6296,77.0621,103.4721,101.3816,88.8651,88.7778,127.8734,130.0288
2025-05-30,75.0409,76.2316,101.7299,99.8518,87.1658,87.2438,125.9288,128.2476
2025-06-02,75.2638,76.5432,102.7812,100.4652,87.4186,87.2878,127.7374,130.0227
2025-06-03,75.6436,76.6761,102.3201,99.9433,87.6073,87.5849,128.5032,130.8505
2025-06-04,75.2718,76.2237,102.1446,99.3,86.6547,86.5104,129.1603,130.5541
2025-06-05,75.4693,76.8115,103.162,100.873,88.5694,88.6603,131.0236,132.0986
2025-06-06,74.6117,75.867,103.0433,100.4518,88.4109,87.9974,129.655,131.7741
2025-06-09,73.995,74.9352,102.0914,99.9009,88.8994,89.025,129.2682,131.565
2025-06-10,74.3824,75.6044,102.2613,100.0395,89.5896,89.6213,129.6966,132.1184
2025-06-11,73.8778,75.1547,102.1922,100.1052,88.3879,88.3584,128.1722,130.1182
2025-06-12,74.1316,75.3303,102.0983,99.868,89.0389,89.2029,129.2217,130.1645
2025-06-13,74.2107,75.8391,101.6284,99.7287,89.0233,88.8997,128.3758,130.306
2025-06-16,74.5502,75.9245,101.0274,98.1191,88.3101,88.1249,127.2351,129.2829
2025-06-17,75.3591,76.9912,101.9873,99.9279,88.9098,89.1718,128.0906,130.4123
2025-06-18,74.196,75.5692,101.2468,99.5317,88.0522,88.3171,126.5171,128.7709
2025-06-19,73.0339,74.3178,98.27,96.8311,85.8774,85.9059,123.6099,125.7387
2025-06-20,74.0056,75.1012,99.5749,97.8705,87.3052,87.3268,124.6446,126.2673
2025-06-23,75.9763,77.3102,102.749,101.2815,89.2348,89.3931,126.9639,128.5904
2025-06-24,75.7796,77.0581,103.0171,101.0503,89.6248,89.6482,124.7424,127.1181
2025-06-25,74.2449,75.2158,101.4606,99.4735,87.378,88.0328,121.9925,123.8991
2025-06-26,74.4659,75.6105,101.3871,99.5779,87.2067,87.5729,122.5153,125.1988
2025-06-27,73.9305,75.1474,100.8019,98.8205,87.8583,88.0192,121.3192,122.9004
2025-06-30,73.8362,75.2147,100.3799,98.1703,87.4337,87.3819,121.9876,124.449
2025-07-01,72.7913,74.1991,99.5059,97.4491,86.4915,86.8539,122.8636,125.0882
2025-07-02,73.1391,74.3047,99.6884,97.481,86.9342,86.9571,125.1056,127.1514
2025-07-03,73.8185,75.1846,100.47,98.7095,87.2145,87.2636,125.7155,127.4383
2025-07-04,72.8043,74.0049,99.8279,97.881,86.2616,86.6343,124.8194,125.9561
2025-07-07,73.5552,74.1488,100.0324,97.9328,85.853,86.135,124.8782,126.7233
2025-07-08,74.8459,76.0171,101.2571,99.0909,87.247,86.8128,126.3597,128.269
2025-07-09,75.0735,76.6039,100.9714,99.1206,87.8848,87.9766,126.9581,129.5879
2025-07-10,75.301,76.1429,101.0326,99.2519,87.3155,87.4318,126.8356,128.8401
2025-07-11,75.5824,76.8061,101.1592,98.7861,86.9516,87.0162,127.5385,130.0424
2025-07-14,75.5563,77.1649,102.524,100.0529,88.0385,88.1983,127.1779,129.1438
2025-07-15,74.1567,75.2342,100.9102,99.1656,86.8841,86.5238,125.3374,127.8831
2025-07-16,74.5283,75.7664,101.7161,99.164,86.2206,85.6476,125.9626,127.3358
2025-07-17,74.5017,75.4275,101.4838,99.4842,85.2834,85.2121,125.6897,128.7936
2025-07-18,75.3299,76.9733,103.2796,101.5539,86.7009,86.9307,127.7506,129.9261
2025-07-21,75.0039,76.2684,103.3794,101.6746,86.6658,85.954,127.3835,128.6651
2025-07-22,76.1109,77.4497,104.6766,102.8052,87.9731,87.8233,129.4552,131.5814
2025-07-23,75.1641,76.7658,104.6512,102.626,87.2871,86.8615,128.1649,130.2284
2025-07-24,75.2051,76.6622,105.1462,103.5988,87.8524,87.8483,128.4102,130.6435
2025-07-25,75.3126,76.392,105.7383,102.7055,87.6761,88.2799,129.0232,131.3856
2025-07-28,74.7374,75.8277,104.6414,102.2418,87.3006,87.3236,129.0106,131.176
2025-07-29,74.9539,76.3066,104.5309,102.582,87.4796,87.5305,129.8541,132.0102
2025-07-30,75.686,76.8033,105.4458,103.1189,88.6519,88.9777,130.6602,132.8103
2025-07-31,75.1486,75.9425,105.5871,103.7357,87.5643,87.7344,130.2771,133.1985
2025-08-01,73.7491,75.0168,103.2889,101.1344,85.7964,85.9294,127.6249,130.6706
2025-08-04,73.5836,74.5163,103.3125,101.1754,86.4484,86.828,127.1277,129.7302
2025-08-05,72.8044,74.4298,102.5187,100.2599,85.467,85.6584,125.5451,128.1348
2025-08-06,72.1688,73.4913,102.5312,100.1509,85.2952,85.4581,126.1794,128.2926
2025-08-07,71.8246,72.9291,103.4735,100.9701,83.9511,84.1093,126.4199,129.0168
2025-08-08,70.4989,71.6198,102.1314,99.8922,82.2689,82.4093,125.3621,127.8718
2025-08-11,69.1924,70.0577,101.2485,98.6762,80.8215,81.2284,124.2983,126.5795
2025-08-12,69.7378,70.7583,101.7416,99.647,81.5525,81.6238,125.1302,127.6406
2025-08-13,69.6768,71.1452,101.3322,99.1727,80.5307,81.0025,123.9797,126.4603
2025-08-14,67.7827,69.4902,98.8893,96.9218,78.825,78.7626,122.5393,124.429
2025-08-15,68.2193,69.6085,99.2278,96.6614,79.7468,80.2098,123.0344,125.7817
2025-08-18,68.2966,69.4869,99.2641,96.5589,79.9584,80.1531,122.2253,124.5541
2025-08-19,67.9925,69.0777,98.7248,96.5144,79.2734,79.1586,122.2805,125.1169
2025-08-20,67.2881,68.2597,97.6402,96.2432,78.387,78.6326,120.9207,123.2761
2025-08-21,67.3895,69.0229,98.7323,96.7907,78.4995,78.4982,122.9687,125.8654
2025-08-22,67.3682,68.5431,97.6622,95.3231,78.5482,78.7504,123.6532,126.1695
2025-08-25,68.5586,70.2812,100.7465,98.5459,80.8525,80.9111,126.2189,128.4705
2025-08-26,69.079,70.6339,100.905,98.8074,81.4396,81.5486,128.1322,129.9326
2025-08-27,68.9891,69.8893,102.5409,99.6605,81.7016,82.1212,127.3488,129.268
2025-08-28,68.9337,70.0403,101.4827,99.5446,82.1212,82.3995,126.7175,129.1751
2025-08-29,69.9744,71.0757,102.2703,99.835,83.1474,82.9724,127.1027,129.4741
2025-09-01,70.2244,71.4441,101.8508,99.5623,83.7706,83.5561,126.2391,128.4508
2025-09-02,71.1876,72.4585,103.083,100.802,84.5711,84.697,128.5458,131.2286
2025-09-03,70.7174,72.6384,101.9132,100.0526,84.7039,84.796,127.6337,130.0055
2025-09-04,70.4184,71.4497,100.8744,98.4801,85.0307,84.7967,127.985,130.6638
2025-09-05,69.776,71.1324,100.0001,97.3453,84.7282,85.0982,127.6768,129.6194
2025-09-08,69.815,71.2848,100.8175,98.7422,84.7982,85.056,128.8009,131.5454
2025-09-09,71.1075,72.4264,102.6626,99.7868,85.5953,85.5432,129.8361,132.4775
2025-09-10,70.8278,72.1376,102.8657,100.3938,85.3033,85.29,128.2908,131.2789
2025-09-11,70.4785,71.5376,101.958,100.0094,85.1147,85.2063,128.3764,131.1227
2025-09-12,70.5229,71.8205,102.2484,100.0869,84.7773,84.7977,128.8838,131.2802
2025-09-15,69.9844,71.3429,101.5948,99.6311,84.8873,85.2976,128.9151,131.2401
2025-09-16,70.681,71.9829,102.2978,100.2136,86.2235,86.4906,129.2873,132.3723
2025-09-17,69.0183,70.3595,100.0699,98.5617,84.6691,84.6836,126.1307,128.4538
2025-09-18,68.7589,70.2639,99.6833,97.33,83.922,84.0767,124.8019,127.5316
2025-09-19,68.7045,70.0899,99.6384,97.5246,83.2024,83.3719,123.4848,125.8421
2025-09-22,67.349,68.5071,97.9275,95.5635,81.6147,81.5273,121.2807,123.046
2025-09-23,66.5249,67.4263,96.5674,94.7161,80.8483,80.8111,120.2713,122.2377
2025-09-24,66.2326,67.215,96.198,94.0354,80.6522,80.6245,118.9126,121.453
2025-09-25,66.0886,67.1387,96.126,94.5183,80.7656,80.6884,118.4524,121.1695
2025-09-26,66.8372,67.9914,96.6949,94.4674,82.0588,81.7139,119.7406,122.4507
2025-09-29,66.9687,67.9806,96.0531,94.4616,81.5191,81.2432,121.2775,124.1507
2025-09-30,66.7604,67.6244,94.8336,93.092,80.8595,80.6502,120.6472,123.328
2025-10-01,66.5264,67.3642,95.4301,93.4319,80.5526,80.2958,121.756,123.908
2025-10-02,67.2833,68.0026,96.324,94.4682,81.3616,80.9036,122.4124,125.0253
2025-10-03,67.1134,68.0666,95.7143,93.8232,81.013,81.0506,119.8835,122.2955
2025-10-06,66.8972,67.5855,94.5381,92.7347,81.077,80.9876,119.0262,121.0323
2025-10-07,67.3413,68.1739,95.6548,93.577,82.2139,81.656,120.1677,122.4694
2025-10-08,67.3079,68.2694,95.9206,93.6357,82.1427,81.8377,120.5383,122.6301
2025-10-09,67.5967,68.3506,96.1919,93.9597,82.7245,82.4302,122.0096,123.8759
2025-10-10,67.5784,68.6545,95.8058,93.2454,82.6839,82.5318,119.7857,121.9692
2025-10-13,68.2161,69.3284,96.2315,94.41,82.737,82.2878,121.3755,124.1749
2025-10-14,67.6225,68.4606,95.3384,92.9564,82.4505,81.8494,120.6848,123.4284
2025-10-15,67.7624,68.6118,95.0063,92.9008,82.3621,82.2275,119.6878,122.0844
2025-10-16,67.531,68.5689,95.047,93.1616,82.4178,81.7279,120.0186,122.2749
2025-10-17,66.8371,67.6085,94.4525,92.5782,81.8285,81.3563,119.0873,120.8197
2025-10-20,66.5001,67.2153,92.9559,90.3943,80.0554,79.6139,117.6713,120.4338
2025-10-21,66.7737,67.9157,93.229,91.1285,80.2971,79.9696,119.1555,121.6619
2025-10-22,66.7223,67.7796,92.6217,90.7253,80.7564,80.4437,118.9966,121.3565
2025-10-23,65.7404,66.8106,91.6543,89.7219,80.3698,80.357,117.1338,118.497
2025-10-24,65.7841,66.9052,92.3571,90.7119,80.0858,79.2553,117.0329,119.2127
2025-10-27,66.7306,67.2577,93.9368,91.657,80.8022,80.6104,116.9775,119.1836
2025-10-28,65.5113,66.6825,92.2832,89.6666,79.7436,78.7108,114.7175,117.1261
2025-10-29,64.6346,65.5877,91.1218,89.2475,78.9331,78.8029,114.4297,116.42
2025-10-30,64.4085,65.4899,90.2951,88.0898,77.9052,77.0141,112.4933,114.6119
2025-10-31,65.5934,66.5453,91.2688,88.6708,79.7852,79.8532,113.5697,116.1798
2025-11-03,65.3063,66.2426,92.06,89.8314,80.6084,79.9233,113.8471,115.9906
2025-11-04,66.0384,66.9124,92.9419,91.0412,81.1896,80.9079,114.5455,116.777
2025-11-05,65.6031,66.6178,92.4396,89.7583,79.8217,79.5736,114.0707,116.5264
2025-11-06,65.0979,65.9522,91.556,89.9241,79.4771,78.8136,112.5282,115.4316
2025-11-07,65.2956,66.3885,91.8618,89.3357,80.0723,79.3753,113.7097,116.3708
2025-11-10,65.2578,65.8795,92.3207,89.9522,79.4588,78.7163,114.534,117.2252
2025-11-11,65.6597,66.4999,93.148,90.3847,80.0032,79.672,115.9825,118.2624
2025-11-12,65.582,66.9504,92.3899,90.0379,81.2456,80.4893,115.5306,118.3295
2025-11-13,65.7945,66.6148,92.8281,90.4171,81.3238,80.5248,116.7481,118.3686
2025-11-14,66.2648,67.1385,92.7394,89.9369,81.4799,80.9568,117.9816,120.9049
2025-11-17,66.2739,67.0475,93.1283,91.4994,81.6766,80.8268,119.7251,122.7051
2025-11-18,66.7413,67.7665,92.8913,90.4383,82.8344,82.0258,120.7388,123.1676
2025-11-19,65.8784,66.6643,91.7311,89.2908,81.86,81.141,118.346,120.9187
2025-11-20,64.6216,65.5245,90.1939,88.1885,81.0606,80.1425,115.5704,117.9625
2025-11-21,65.0015,66.1413,91.6698,89.7765,82.2313,81.2512,115.4768,117.9145
2025-11-24,65.8721,66.7174,93.0345,90.8968,83.8362,83.2994,116.8898,119.2051
2025-11-25,64.7714,65.9378,92.5143,89.7484,82.9683,82.0798,116.2835,118.6754
2025-11-26,63.9419,65.07,91.3722,89.0063,81.8868,80.9523,115.4591,118.0337
2025-11-27,63.7229,64.9273,91.744,88.8031,82.1941,81.2237,115.2514,117.788
2025-11-28,64.2196,65.2575,92.3995,90.1733,83.5391,82.6163,116.0925,119.2834
2025-12-01,65.2173,66.8792,93.8494,90.9152,85.1548,83.8123,117.846,120.392
2025-12-02,66.0474,67.2363,94.1983,91.4539,85.4375,84.4757,117.7634,119.8117
2025-12-03,65.5687,66.6212,93.19,90.7419,85.0682,84.072,118.1265,121.2254
2025-12-04,64.9928,65.8092,93.1392,90.8214,83.8324,82.3176,117.2071,119.2202
2025-12-05,64.6886,65.6537,93.0346,90.5156,83.1488,82.5694,117.2825,119.5463
2025-12-08,64.7629,66.0097,92.8532,90.8741,83.2553,82.5309,117.3331,119.9829
2025-12-09,64.2348,65.5549,91.699,89.5379,82.3101,81.0372,117.1216,119.7773
2025-12-10,65.0853,66.4014,93.7385,91.4848,83.8372,82.5048,119.763,121.6684
2025-12-11,66.1631,67.3722,96.1367,93.2511,85.4545,84.367,121.0606,123.3645
2025-12-12,66.493,67.3024,97.5953,95.3926,86.7194,85.1163,123.0657,125.0477
2025-12-15,65.7472,66.9269,96.7017,93.7987,86.4635,85.5015,121.7364,124.5439
2025-12-16,66.039,66.8759,97.2177,95.0659,87.9142,86.4037,122.0802,125.1526
2025-12-17,66.7878,67.5471,97.7059,95.6463,88.6699,87.6779,122.8916,125.1018
2025-12-18,67.3073,68.4419,98.5146,95.9463,89.0665,87.3896,123.4832,126.644
2025-12-19,68.6266,69.8045,99.9906,97.466,90.4469,88.9265,125.3025,128.3624
2025-12-22,68.8166,70.0759,100.1884,96.4513,90.5675,89.3936,125.4897,128.0308
2025-12-23,69.4659,70.6102,101.0451,98.1681,91.5862,89.9511,127.4379,129.5045
2025-12-24,70.5094,71.5962,101.4035,98.8661,90.7907,89.5331,128.2581,130.6908
2025-12-25,71.1662,71.883,102.7396,100.1173,90.7596,89.7535,128.1072,130.6945
2025-12-26,69.7662,70.7246,101.4438,98.1664,89.4539,88.0147,125.7142,129.1077
2025-12-29,69.9127,70.5978,102.0183,98.9777,89.2261,87.6178,125.2217,128.0542
2025-12-30,69.6457,70.1843,100.0014,96.5215,88.6227,86.9427,123.264,125.7532
2025-12-31,68.6621,69.8038,98.8367,96.2149,88.4786,87.3134,122.4935,125.3626
2026-01-01,69.6494,70.5216,101.2963,97.9017,90.492,89.1889,125.6698,127.8437
2026-01-02,71.0789,72.2491,103.5066,100.9268,91.6113,90.4704,126.4653,129.5342
2026-01-05,71.7238,72.9639,104.2454,101.7469,92.6321,91.1896,127.6315,130.2134
2026-01-06,72.1588,73.0117,104.3001,101.2713,92.0862,90.4139,128.8683,131.5662
2026-01-07,73.1864,74.3423,105.1066,102.4291,94.068,92.0761,130.8054,134.0739
2026-01-08,73.1514,74.0209,106.1293,103.17,93.9283,93.4349,131.588,135.3437
2026-01-09,73.0075,73.6206,105.9456,103.1425,93.2424,92.1365,131.7896,135.644
2026-01-12,72.4012,73.3781,104.742,101.6223,92.5089,91.2698,129.9551,132.5201
2026-01-13,72.611,73.4595,105.0839,102.4581,92.987,91.7818,129.7827,132.5838
2026-01-14,72.7036,73.5714,103.877,100.712,93.5116,91.8126,127.6814,131.1345
2026-01-15,72.0209,73.3827,102.3195,99.1768,92.41,90.9289,125.3175,128.9834
2026-01-16,71.5333,72.1772,102.5769,99.8728,92.0417,91.3054,125.9773,128.4732
2026-01-19,71.4253,72.5074,103.1011,100.3173,93.0025,91.8053,127.1988,130.5478
2026-01-20,72.478,73.3062,103.9686,101.3564,94.2192,92.6707,130.7618,133.8309
2026-01-21,73.4041,74.6565,104.8679,101.9473,95.6983,93.9405,132.0102,134.6656
2026-01-22,73.3602,74.5057,105.5217,103.338,95.6333,94.0581,130.5053,133.3969
2026-01-23,73.8384,75.0002,105.1529,102.5302,96.3322,94.7663,130.2026,133.4583
2026-01-26,73.7799,74.6618,105.1644,102.5629,95.3472,94.5734,131.515,134.901
2026-01-27,73.9371,74.8515,104.8865,102.278,94.8194,93.427,132.8174,136.6496
2026-01-28,73.2552,74.5185,104.7948,102.3925,93.6307,91.9771,132.9892,136.3477
2026-01-29,73.4621,74.9106,104.573,102.0314,94.0608,92.656,132.5164,136.0532
2026-01-30,72.7443,73.8926,103.6,101.0662,94.2771,92.9708,130.9129,134.0331
2026-02-02,71.935,72.7692,102.4542,100.0291,93.1631,91.4372,128.9407,131.8826
2026-02-03,72.0568,73.1637,102.5867,99.4842,94.0565,92.7592,129.9324,133.1091
2026-02-04,72.3219,73.8878,102.7653,99.6518,94.9617,93.8398,131.6473,135.1032
2026-02-05,70.6807,71.7608,101.0372,98.4803,93.6529,92.2142,129.7559,133.3562
2026-02-06,70.5853,71.962,101.1578,98.5509,93.8218,92.0914,129.1046,132.2437
2026-02-09,71.3242,72.2477,102.1598,99.8344,94.7008,92.9765,130.2504,133.1406
2026-02-10,72.584,73.6458,103.3833,100.8228,95.4319,93.3833,132.2227,135.7309
2026-02-11,72.6022,73.8485,104.0189,101.653,96.9016,95.117,133.8651,137.4689
2026-02-12,72.8488,74.0283,104.2214,101.2765,97.8441,96.0836,133.5644,137.4618
2026-02-13,71.9884,72.9205,104.3474,101.7525,96.8386,94.7807,131.7564,134.9099
2026-02-16,71.4134,72.3374,102.7301,99.8391,95.4606,94.2429,131.8819,134.9932
2026-02-17,71.6703,72.9916,103.2583,100.8748,95.0698,93.6379,131.0808,134.8378
2026-02-18,71.464,72.8621,103.7818,100.6834,95.7594,93.58,132.6014,135.9273
2026-02-19,72.5457,74.0191,104.9499,102.5386,97.3214,95.0729,132.6664,136.0885
2026-02-20,73.5665,75.1492,105.3009,102.3201,97.7617,95.727,134.0004,138.1807
2026-02-23,73.2446,74.4572,105.8903,103.1952,96.53,95.3093,134.7982,137.8207
2026-02-24,72.4737,73.5838,104.4891,102.1801,94.9415,93.5424,133.2982,137.6651
2026-02-25,72.6326,74.0943,104.7721,102.1937,95.0679,93.8326,132.5295,135.885
2026-02-26,72.5541,73.8527,104.8663,101.6362,95.3783,93.6949,133.4868,137.4852
2026-02-27,72.0613,73.0361,104.2251,101.3736,95.0561,93.4096,133.5601,137.0889
2026-03-02,71.3408,72.2984,104.4318,101.1848,94.2807,92.3991,132.8168,136.5398
2026-03-03,71.5683,72.8559,105.3708,101.966,95.3706,93.7872,132.8587,136.4398
2026-03-04,71.1794,72.331,105.0489,102.1674,94.9302,93.1384,132.4751,136.5334
2026-03-05,70.3064,71.52,104.4731,101.7337,94.7808,92.9435,130.7016,134.352
2026-03-06,70.4477,71.8907,104.6465,101.9122,95.1674,93.8533,133.1407,136.5374
2026-03-09,70.0868,71.4878,104.3337,101.6828,95.3149,93.4465,132.4574,136.6818
2026-03-10,70.2844,71.8129,104.0625,101.319,95.8272,94.36,132.3455,135.9651
2026-03-11,70.4891,71.3243,104.6436,101.8287,95.5557,93.345,132.2196,135.6466
2026-03-12,69.7501,71.0711,103.0096,100.0012,94.7944,93.801,131.8749,134.8672
2026-03-13,69.5845,70.988,103.333,100.5056,94.7988,92.8578,129.5606,134.0558
2026-03-16,70.1128,71.0936,104.6093,101.4486,96.5953,94.9223,131.9091,135.5936
2026-03-17,69.4868,70.6142,103.198,100.2891,95.5483,93.9212,130.5086,135.3271
2026-03-18,68.6176,69.6229,101.6588,99.0302,93.5612,91.6513,126.3469,130.5586
2026-03-19,67.6445,68.7742,99.9922,97.2984,91.8625,90.3589,123.5196,127.538
2026-03-20,67.6769,69.1742,100.0327,98.3032,91.5089,90.073,124.0473,127.9895
2026-03-23,67.714,69.3024,99.9913,97.0075,91.5862,89.7042,123.3982,127.9989
2026-03-24,67.7602,68.7159,100.0997,97.4748,91.413,89.5502,123.8139,126.7196
2026-03-25,68.4195,69.6445,100.7936,97.8041,91.6996,90.1328,126.7906,130.6525
2026-03-26,66.8115,67.9953,98.2617,95.6496,88.6897,87.2452,123.5821,127.2495
2026-03-27,67.0612,68.2398,98.645,96.0644,87.9753,87.0343,122.9401,126.7499
2026-03-30,67.8803,69.0652,100.444,98.1232,87.7958,86.8086,123.9624,128.0056
2026-03-31,67.1605,68.345,99.3749,96.7094,86.6111,85.5143,122.1743,125.9921
2026-04-01,66.6598,68.1513,99.6911,97.044,87.377,86.3792,121.1601,125.0959
2026-04-02,66.2822,67.6711,98.9076,96.2749,87.8062,86.0798,120.2781,124.0996
2026-04-03,66.1154,67.0241,98.5636,95.5952,86.8524,85.5222,119.4068,122.6461
2026-04-06,65.6225,66.9318,98.0731,95.3207,86.6613,85.5473,120.401,124.2749
2026-04-07,66.42,67.7743,98.7284,96.0641,86.827,86.0101,122.2534,126.2487
2026-04-08,67.4725,68.733,100.6782,98.1045,87.8513,86.844,123.5996,127.1727
2026-04-09,67.2254,68.6297,100.2751,97.8958,87.1118,86.4852,124.3093,128.6675
2026-04-10,68.4099,69.648,102.2027,99.4701,88.6195,87.8646,127.3815,131.5883
2026-04-13,68.7403,69.9437,102.4285,99.6745,88.9501,87.8486,127.7937,131.8132
2026-04-14,69.8153,71.0205,103.6841,100.5269,90.3454,89.3228,129.627,133.715
2026-04-15,69.3605,70.1347,104.3316,101.7474,90.0468,89.1058,129.9149,133.614
2026-04-16,69.8116,70.9703,105.0846,102.0235,89.8249,88.7786,130.4547,134.6258
2026-04-17,69.8735,70.8993,105.8902,103.2603,90.2518,89.7264,128.6811,133.091
2026-04-20,72.0428,73.0101,108.9871,106.3237,92.3929,91.1431,132.3757,136.5927
2026-04-21,72.6051,74.1804,109.7658,106.5681,92.267,91.4422,134.2512,137.9983
2026-04-22,72.1001,73.4683,110.1158,106.591,90.7488,90.118,134.5166,138.3737
2026-04-23,73.3124,74.5483,111.3169,108.119,91.7959,90.8331,134.7278,138.9486
2026-04-24,72.761,73.873,110.7605,107.7503,91.1271,90.1476,134.2082,138.5446
2026-04-27,72.037,73.3375,110.7605,107.5476,90.0023,89.1819,133.5906,137.4782
2026-04-28,72.6999,74.1642,112.434,109.0166,90.657,90.1154,135.043,138.7872
2026-04-29,72.4891,73.542,112.2685,109.2777,90.0218,89.257,135.5524,140.3941
2026-04-30,72.9262,74.1727,113.1044,110.0269,90.878,89.9112,136.4259,140.1872
2026-05-01,73.0014,74.4664,113.7701,110.3192,90.6996,90.3887,136.1954,140.0977
2026-05-04,73.6594,74.4626,113.6658,109.7631,91.3162,90.751,136.8579,140.5984
2026-05-05,74.3165,75.5264,114.1959,111.0344,92.2288,91.795,138.0098,141.7164
2026-05-06,72.7974,73.9238,111.7834,108.3761,90.2599,89.8167,135.4105,139.937
2026-05-07,73.3385,74.5203,111.7484,108.7433,90.8465,90.7453,136.2378,140.9759
2026-05-08,72.3019,73.4366,110.5226,107.5333,90.1235,89.7386,134.7535,138.9403
2026-05-11,71.1164,72.3944,109.3838,105.73,88.8984,88.0846,132.662,137.1614
2026-05-12,70.9107,72.5794,109.1175,106.158,88.9607,88.5181,131.33,135.679
2026-05-13,70.5453,71.7453,109.0216,106.2096,88.8447,88.1526,131.1721,134.8969
2026-05-14,69.841,71.2187,108.3976,105.683,88.3084,87.6058,130.905,135.8598
2026-05-15,70.37,72.1623,108.9155,106.0439,88.6995,87.7643,131.7465,136.4364
2026-05-18,69.231,70.4916,107.9697,104.447,87.8278,87.1236,129.8624,134.1015
2026-05-19,69.1302,70.8551,108.1278,105.5431,87.8762,87.3661,129.902,133.6025
2026-05-20,68.5925,69.9758,107.2446,104.4635,87.9276,87.2244,130.2348,134.08
2026-05-21,69.0662,70.8003,107.5432,104.2499,88.0091,86.9966,129.9472,133.6702
2026-05-22,69.2638,70.7988,107.9695,104.844,88.4926,87.3547,129.3596,133.4521
2026-05-25,68.8777,70.2969,106.1384,103.4503,88.1685,87.961,128.3941,132.5422
2026-05-26,69.0092,70.407,107.0119,104.3828,89.7743,89.0094,130.7957,134.6701
2026-05-27,69.4908,70.7542,108.3254,105.1846,90.0983,88.966,129.753,133.226
2026-05-28,68.5301,69.8885,106.8166,104.158,88.6465,87.8769,128.1795,132.9273
2026-05-29,67.4613,68.9337,105.2323,101.7903,87.5172,87.1783,126.9441,130.7961
2026-06-01,67.4199,68.7162,105.659,102.4004,87.3236,86.6431,125.307,129.4181
2026-06-02,67.4173,68.6388,106.148,102.5572,86.6186,85.0926,125.6707,129.4803
2026-06-03,66.8956,68.1775,106.6288,103.3255,86.6191,86.4953,125.8777,129.3087
2026-06-04,67.2536,68.7516,105.7295,103.3377,86.7001,85.43,125.8521,129.8319
2026-06-05,67.7462,69.2889,106.1675,103.9053,86.4124,85.5961,125.1968,129.022
2026-06-08,68.3313,69.5265,108.288,105.28,87.3846,86.3501,125.8222,130.1437
2026-06-09,67.3161,68.5281,107.4052,104.1385,86.9258,86.0133,124.2843,128.6993
2026-06-10,66.334,67.7664,105.871,102.7774,85.3482,84.7983,123.1622,127.5088
2026-06-11,65.6315,67.2914,105.0239,102.1549,84.6297,83.5183,121.5881,125.9788
2026-06-12,66.0784,67.6765,104.9183,101.4817,83.6992,83.2765,121.8388,126.4504
2026-06-15,66.8155,67.9455,106.513,103.3237,84.3943,84.2684,123.6678,127.7922
2026-06-16,66.2227,67.5625,105.8796,103.3303,84.9169,84.3082,122.2345,126.719
2026-06-17,64.9985,66.1541,103.3821,100.1556,83.2388,82.5213,118.085,122.2599
2026-06-18,63.9636,65.2234,101.3634,98.293,82.128,81.7571,117.7728,120.9185
2026-06-19,63.0171,64.678,100.3002,97.5604,82.0958,81.626,116.6243,120.4848
2026-06-22,62.58,63.6708,100.1923,97.5868,81.1168,80.6639,115.8172,119.3581
2026-06-23,62.4089,63.4755,100.1043,97.2302,81.0598,80.4998,115.3748,119.4158
2026-06-24,62.342,63.5629,99.7372,97.1373,81.4514,81.2438,115.2036,118.9
2026-06-25,62.0203,63.4579,98.8827,96.4653,81.8776,81.6268,114.4223,118.5843
2026-06-26,62.6888,64.2245,99.3628,97.3607,82.0285,81.3245,115.9867,120.3046
2026-06-29,62.3277,63.8075,98.1739,95.6097,81.5103,80.849,114.6688,119.055
2026-06-30,61.8528,63.4307,97.4444,94.8813,80.5251,80.1257,113.0574,117.6577
2026-07-01,62.0818,63.0868,98.0657,95.9455,80.513,79.883,111.9415,115.5
2026-07-02,61.053,62.6245,96.6963,94.077,79.8351,79.5495,111.4508,115.1365
